GEMS Station Number;Local Station Number;Country Name;Water Type;Station Identifier;Station Narrative;Water Body Name;Main Basin;Upstream Basin Area;Elevation;Monitoring Type;Date Station Opened;Responsible Collection Agency;Latitude;Longitude;River Width;Discharge;Max. Depth;Lake Area;Lake Volume;Average Retention;Area of Aquifer;Depth of Impermeable Lining;Production Zone;Mean Abstraction Rate;Mean Abstraction Level
AUT00012;ATFW21551257;Austria;River station;ZOLLFELD;;;DANUBE;;;TREND;;;46,7035;14,3519;;;;;;;;;;;
AUT00013;ATFW21560277;Austria;River station;ST. GERTRAUD;;;DANUBE;;;TREND;;;46,8856;14,867;;;;;;;;;;;
AUT00014;ATFW30900027;Austria;River station;ULMERFELD;;;DANUBE;;;TREND;;;48,088;14,8254;;;;;;;;;;;
AUT00015;ATFW30900067;Austria;River station;SCHEIBBS;;;DANUBE;;;TREND;;;48,0081;15,1649;;;;;;;;;;;
AUT00016;ATFW30900077;Austria;River station;PETZENKIRCHEN;;;DANUBE;;;TREND;;;48,1498;15,1701;;;;;;;;;;;
AUT00017;ATFW30900097;Austria;River station;HOFSTETTEN;;;DANUBE;;;TREND;;;48,0965;15,5138;;;;;;;;;;;
AUT00018;ATFW31000047;Austria;River station;ROSENBURG, UH TAFFAMÜNDUNG;;;DANUBE;;;TREND;;;48,6266;15,6439;;;;;;;;;;;
AUT00019;ATFW31000077;Austria;River station;PERNITZ;;;DANUBE;;;TREND;;;47,8861;15,9883;;;;;;;;;;;
AUT00020;ATFW31000087;Austria;River station;WÖLLERSDORF;;;DANUBE;;;TREND;;;47,8648;16,1808;;;;;;;;;;;
AUT00021;ATFW31000147;Austria;River station;FAHRAFELD;;;DANUBE;;;TREND;;;47,98;16,0677;;;;;;;;;;;
AUT00022;ATFW31000167;Austria;River station;UH ACHAU, OH TRIESTINGMÜNDUNG;;;DANUBE;;;TREND;;;48,0587;16,4053;;;;;;;;;;;
AUT00023;ATFW31200087;Austria;River station;ERLACH;;;DANUBE;;;TREND;;;47,7277;16,2152;;;;;;;;;;;
AUT00024;ATFW40607027;Austria;River station;LINZ-ST.MARGARETEN;;;DANUBE;;;TREND;;;48,3073;14,2472;;;;;;;;;;;
AUT00025;ATFW40709047;Austria;River station;GMUNDEN;;;DANUBE;;;TREND;;;47,937;13,8023;;;;;;;;;;;
AUT00026;ATFW40814017;Austria;River station;SCHÖNAU;;;DANUBE;;;TREND;;;47,7544;14,6424;;;;;;;;;;;
AUT00027;ATFW40814037;Austria;River station;KRAFTWERK STANING;;;DANUBE;;;TREND;;;48,1317;14,4716;;;;;;;;;;;
AUT00028;ATFW40814047;Austria;River station;ENNS;;;DANUBE;;;TREND;;;48,2281;14,4978;;;;;;;;;;;
AUT00029;ATFW40815027;Austria;River station;PERGERN;;;DANUBE;;;TREND;;;48,0512;14,356;;;;;;;;;;;
AUT00030;ATFW51120447;Austria;River station;RAURISER ACHE;;;DANUBE;;;TREND;;;47,2351;12,9932;;;;;;;;;;;
AUT00031;ATFW51210037;Austria;River station;VIEHHOFEN;;;DANUBE;;;TREND;;;47,3664;12,7365;;;;;;;;;;;
AUT00032;ATFW51210087;Austria;River station;UNKEN;;;DANUBE;;;TREND;;;47,6622;12,7537;;;;;;;;;;;
AUT00033;ATFW55010037;Austria;River station;TAMSWEG/MÖRTELSDORF;;;DANUBE;;;TREND;;;47,127;13,7871;;;;;;;;;;;
AUT00034;ATFW60800027;Austria;River station;SCHLADMING;;;DANUBE;;;TREND;;;47,4053;13,7247;;;;;;;;;;;
AUT00035;ATFW60800047;Austria;River station;BÄRNDORF;;;DANUBE;;;TREND;;;47,5014;14,4675;;;;;;;;;;;
AUT00036;ATFW60800057;Austria;River station;SELZTHAL;;;DANUBE;;;TREND;;;47,5515;14,3044;;;;;;;;;;;
AUT00037;ATFW61300317;Austria;River station;ANGER;;;DANUBE;;;TREND;;;47,2869;15,6875;;;;;;;;;;;
AUT00038;ATFW61400067;Austria;River station;ST. GEORGEN OB JUDENBURG;;;DANUBE;;;TREND;;;47,2115;14,4984;;;;;;;;;;;
AUT00039;ATFW61400107;Austria;River station;BRUCK/MUR;;;DANUBE;;;TREND;;;47,4104;15,2848;;;;;;;;;;;
AUT00040;ATFW61400167;Austria;River station;ST. MICHAEL;;;DANUBE;;;TREND;;;47,3373;15,0207;;;;;;;;;;;
AUT00041;ATFW71500607;Austria;River station;LEISACH;;;DANUBE;;;TREND;;;46,8061;12,7524;;;;;;;;;;;
AUT00042;ATFW71560907;Austria;River station;LIENZ;;;DANUBE;;;TREND;;;46,8343;12,7512;;;;;;;;;;;
AUT00043;ATFW72100507;Austria;River station;STANZACH;;;DANUBE;;;TREND;;;47,3852;10,5583;;;;;;;;;;;
AUT00044;ATFW73100007;Austria;River station;MARTINSBRUCK;;;DANUBE;;;TREND;;;46,8891;10,47;;;;;;;;;;;
AUT00045;ATFW73161207;Austria;River station;ST. JAKOB/GAND;;;DANUBE;;;TREND;;;47,1414;10,3043;;;;;;;;;;;
AUT00046;ATFW73162207;Austria;River station;MATHON;;;DANUBE;;;TREND;;;46,9932;10,2571;;;;;;;;;;;
AUT00047;ATFW73180407;Austria;River station;ST. LEONHARD;;;DANUBE;;;TREND;;;47,0995;10,8201;;;;;;;;;;;
AUT00048;ATFW73200417;Austria;River station;KRANEBITTEN;;;DANUBE;;;TREND;;;47,2617;11,3279;;;;;;;;;;;
AUT00049;ATFW73220507;Austria;River station;PUIG;;;DANUBE;;;TREND;;;47,1113;11,4561;;;;;;;;;;;
AUT00050;ATFW73229907;Austria;River station;FULPMES;;;DANUBE;;;TREND;;;47,1566;11,3583;;;;;;;;;;;
AUT00051;ATFW73290257;Austria;River station;SCHWENDAU;;;DANUBE;;;TREND;;;47,1798;11,865;;;;;;;;;;;
AUT00052;ATFW73300407;Austria;River station;KUNDL;;;DANUBE;;;TREND;;;47,4859;12,0309;;;;;;;;;;;
AUT00053;ATFW73340907;Austria;River station;ANGATH;;;DANUBE;;;TREND;;;47,4973;12,0632;;;;;;;;;;;
AUT00054;ATFW73390307;Austria;River station;KITZBÜHEL;;;DANUBE;;;TREND;;;47,4696;12,3843;;;;;;;;;;;
AUT00055;ATFW73390507;Austria;River station;KIRCHDORF;;;DANUBE;;;TREND;;;47,5571;12,4517;;;;;;;;;;;
AUT00056;ATFW10000107;Austria;River station;HEILIGENBRUNN;;;DANUBE;;;TREND;2009-12-22;;47,03296;16,42142;;;;;;;;;;;
AUT00057;ATFW21500097;Austria;River station;UNTERWASSER KW LAVAMÜND;;;DANUBE;;;TREND;2003-01-01;;46,6404;14,94296;;;;;;;;;;;
AUT00058;ATFW21520107;Austria;River station;LIESER UH EISENBAHNBRÜCKE;;;DANUBE;;;TREND;2013-01-01;;46,78877;13,49992;;;;;;;;;;;
AUT00059;ATFW21531177;Austria;River station;ARNOLDSTEIN;;;DANUBE;;;TREND;2009-12-22;;46,56552;13,69113;;;;;;;;;;;
AUT00060;ATFW21553436;Austria;River station;INNERE WIMITZ;;;DANUBE;;;TREND;2003-01-01;;46,83515;14,30787;;;;;;;;;;;
AUT00061;ATFW30900227;Austria;River station;TRAISEN UNTERHALB TRAISMAUER;;;DANUBE;;;TREND;2006-01-01;;48,36702;15,77878;;;;;;;;;;;
AUT00062;ATFW31000377;Austria;River station;HAINBURG;;;DANUBE;;;TREND;2003-01-01;;48,16339;16,99035;;;;;;;;;;;
AUT00063;ATFW31000397;Austria;River station;NOVA VES;;;ELBE;;;TREND;2003-09-01;;48,80995;14,93289;;;;;;;;;;;
AUT00064;ATFW31100017;Austria;River station;HARDEGG;;;DANUBE;;;TREND;2009-12-22;;48,85276;15,86283;;;;;;;;;;;
AUT00065;ATFW31100077;Austria;River station;MARCHEGG;;;DANUBE;;;TREND;2009-12-22;;48,2801;16,91603;;;;;;;;;;;
AUT00066;ATFW31200037;Austria;River station;GATTENDORF;;;DANUBE;;;TREND;2013-01-01;;48,01955;16,9791;;;;;;;;;;;
AUT00067;ATFW40907057;Austria;River station;ENGHAGEN;;;DANUBE;;;TREND;2003-01-01;;48,23985;14,51108;;;;;;;;;;;
AUT00068;ATFW52220197;Austria;River station;ENNS OBERHALB DER TAURACHMÜNDUNG;;;DANUBE;;;TREND;2010-10-01;;47,38528;13,49227;;;;;;;;;;;
AUT00069;ATFW52220237;Austria;River station;MANDLING IN MANDLING;;;DANUBE;;;TREND;2012-10-01;;47,40602;13,57325;;;;;;;;;;;
AUT00070;ATFW61400597;Austria;River station;BRUCK/MUR LEOBNERBRÜCKE;;;DANUBE;;;TREND;2009-12-22;;47,40696;15,2614;;;;;;;;;;;
AUT00071;ATFW72100107;Austria;River station;STEEG;;;DANUBE;;;TREND;1993-07-01;;47,24839;10,26427;;;;;;;;;;;
AUT00072;ATFW73190407;Austria;River station;LÄNGENFELD UNTERHALB ARA;;;DANUBE;;;TREND;1993-07-01;;47,11374;10,94045;;;;;;;;;;;
AUT00073;ATFW73200987;Austria;River station;ERL;;;DANUBE;;;TREND;1991-11-01;;47,70106;12,16326;;;;;;;;;;;
AUT00074;ATFW77122002;Austria;River station;DRAU GRENZE IT/Ö;;;DANUBE;;;TREND;2013-01-01;;46,74118;12,37283;;;;;;;;;;;
AUT00075;ATFW80411046;Austria;River station;FRUTZ, BAD LATERNS;;;RHINE-MEUSE;;;TREND;2001-01-01;;47,25813;9,78725;;;;;;;;;;;
AUT00076;ATKK61036032;Austria;Groundwater station;KK61036032;;;DANUBE;;;TREND;1996-07-01;;46,74679;15,62348;;;;;;;192,629;;;;
AUT00077;ATPG10000122;Austria;Groundwater station;PG10000122;;;DANUBE;;;TREND;1991-10-01;;47,83806;16,59961;;;;;;;381,058;;;;
AUT00078;ATPG10001072;Austria;Groundwater station;PG10001072;;;DANUBE;;;TREND;1992-10-01;;47,04757;16,36498;;;;;;;51,138;;;;
AUT00079;ATPG10002722;Austria;Groundwater station;PG10002722;;;DANUBE;;;TREND;1995-04-01;;47,90232;16,98352;;;;;;;254,278;;;;
AUT00080;ATPG10002732;Austria;Groundwater station;PG10002732;;;DANUBE;;;TREND;1995-04-01;;47,80345;16,51479;;;;;;;381,058;;;;
AUT00081;ATPG10002742;Austria;Groundwater station;PG10002742;;;DANUBE;;;TREND;1995-04-01;;47,78409;16,61747;;;;;;;381,058;;;;
AUT00082;ATPG10002762;Austria;Groundwater station;PG10002762;;;DANUBE;;;TREND;1995-04-01;;47,99622;16,87683;;;;;;;254,278;;;;
AUT00083;ATPG10002802;Austria;Groundwater station;PG10002802;;;DANUBE;;;TREND;1991-01-01;;47,88181;16,41305;;;;;;;276,487;;;;
AUT00084;ATPG10002842;Austria;Groundwater station;PG10002842;;;DANUBE;;;TREND;1996-01-01;;48,03249;16,9104;;;;;;;254,278;;;;
AUT00085;ATPG10002852;Austria;Groundwater station;PG10002852;;;DANUBE;;;TREND;1996-01-01;;47,94428;16,888;;;;;;;254,278;;;;
AUT00086;ATPG10002872;Austria;Groundwater station;PG10002872;;;DANUBE;;;TREND;1996-01-01;;47,87989;17,06479;;;;;;;254,278;;;;
AUT00087;ATPG10002882;Austria;Groundwater station;PG10002882;;;DANUBE;;;TREND;1991-01-01;;47,92492;17,0681;;;;;;;254,278;;;;
AUT00088;ATPG10002902;Austria;Groundwater station;PG10002902;;;DANUBE;;;TREND;1996-01-01;;47,76083;16,43521;;;;;;;381,058;;;;
AUT00089;ATPG10002932;Austria;Groundwater station;PG10002932;;;DANUBE;;;TREND;1996-07-01;;47,85783;16,65436;;;;;;;381,058;;;;
AUT00090;ATPG10003212;Austria;Groundwater station;PG10003212;;;DANUBE;;;TREND;1996-07-01;;47,53966;16,67368;;;;;;;165,261;;;;
AUT00091;ATPG10003222;Austria;Groundwater station;PG10003222;;;DANUBE;;;TREND;1996-07-01;;47,60646;16,65137;;;;;;;165,261;;;;
AUT00092;ATPG10003232;Austria;Groundwater station;PG10003232;;;DANUBE;;;TREND;1996-07-01;;47,59108;16,57562;;;;;;;165,261;;;;
AUT00093;ATPG10003242;Austria;Groundwater station;PG10003242;;;DANUBE;;;TREND;1996-07-01;;47,53843;16,59484;;;;;;;165,261;;;;
AUT00094;ATPG10003252;Austria;Groundwater station;PG10003252;;;DANUBE;;;TREND;1996-07-01;;47,60352;16,60547;;;;;;;165,261;;;;
AUT00095;ATPG10003262;Austria;Groundwater station;PG10003262;;;DANUBE;;;TREND;1996-07-01;;47,59873;16,52632;;;;;;;165,261;;;;
AUT00096;ATPG10003282;Austria;Groundwater station;PG10003282;;;DANUBE;;;TREND;1996-07-01;;47,54106;16,61325;;;;;;;165,261;;;;
AUT00097;ATPG10003292;Austria;Groundwater station;PG10003292;;;DANUBE;;;TREND;1996-07-01;;47,56896;16,6126;;;;;;;165,261;;;;
AUT00098;ATPG10003922;Austria;Groundwater station;PG10003922;;;DANUBE;;;TREND;2003-01-01;;47,79662;16,48586;;;;;;;381,058;;;;
AUT00099;ATPG10003952;Austria;Groundwater station;PG10003952;;;DANUBE;;;TREND;2006-10-01;;47,74695;16,3558;;;;;;;381,058;;;;
AUT00100;ATPG10004062;Austria;Groundwater station;PG10004062;;;DANUBE;;;TREND;2009-12-22;;47,9635;16,96013;;;;;;;254,278;;;;
AUT00101;ATPG20101132;Austria;Groundwater station;PG20101132;;;DANUBE;;;TREND;1992-01-01;;46,63705;14,41011;;;;;;;32,807;;;;
AUT00102;ATPG20442112;Austria;Groundwater station;PG20442112;;;DANUBE;;;TREND;1994-01-01;;46,66118;14,4277;;;;;;;32,807;;;;
AUT00103;ATPG20442212;Austria;Groundwater station;PG20442212;;;DANUBE;;;TREND;2004-01-01;;46,64577;14,41532;;;;;;;32,807;;;;
AUT00104;ATPG20502032;Austria;Groundwater station;PG20502032;;;DANUBE;;;TREND;1992-01-01;;46,75059;14,51784;;;;;;;32,807;;;;
AUT00105;ATPG20502222;Austria;Groundwater station;PG20502222;;;DANUBE;;;TREND;2010-01-01;;46,70968;14,51497;;;;;;;32,807;;;;
AUT00106;ATPG20523032;Austria;Groundwater station;PG20523032;;;DANUBE;;;TREND;1994-01-01;;46,77241;14,47759;;;;;;;32,807;;;;
AUT00107;ATPG40101022;Austria;Groundwater station;PG40101022;;;DANUBE;;;TREND;1992-01-01;;48,32591;14,30285;;;;;;;95,953;;;;
AUT00108;ATPG40101082;Austria;Groundwater station;PG40101082;;;DANUBE;;;TREND;1992-01-01;;48,28881;14,32573;;;;;;;95,953;;;;
AUT00109;ATPG40101092;Austria;Groundwater station;PG40101092;;;DANUBE;;;TREND;2006-01-01;;48,22873;14,35105;;;;;;;810,758;;;;
AUT00110;ATPG40101102;Austria;Groundwater station;PG40101102;;;DANUBE;;;TREND;2006-01-01;;48,31681;14,2874;;;;;;;95,953;;;;
AUT00111;ATPG40101112;Austria;Groundwater station;PG40101112;;;DANUBE;;;TREND;2006-01-01;;48,27375;14,33302;;;;;;;95,953;;;;
AUT00112;ATPG40101122;Austria;Groundwater station;PG40101122;;;DANUBE;;;TREND;2006-01-01;;48,30125;14,30509;;;;;;;95,953;;;;
AUT00113;ATPG40201012;Austria;Groundwater station;PG40201012;;;DANUBE;;;TREND;2006-01-01;;48,05916;14,44618;;;;;;;117,27;;;;
AUT00114;ATPG40501022;Austria;Groundwater station;PG40501022;;;DANUBE;;;TREND;1992-01-01;;48,29748;14,07295;;;;;;;119,707;;;;
AUT00115;ATPG40501092;Austria;Groundwater station;PG40501092;;;DANUBE;;;TREND;2007-01-01;;48,27658;14,07218;;;;;;;119,707;;;;
AUT00116;ATPG40501102;Austria;Groundwater station;PG40501102;;;DANUBE;;;TREND;2006-01-01;;48,29487;14,10741;;;;;;;119,707;;;;
AUT00117;ATPG40503012;Austria;Groundwater station;PG40503012;;;DANUBE;;;TREND;1992-01-01;;48,30267;14,0121;;;;;;;119,707;;;;
AUT00118;ATPG40504022;Austria;Groundwater station;PG40504022;;;DANUBE;;;TREND;1995-07-01;;48,28539;14,05365;;;;;;;119,707;;;;
AUT00119;ATPG40504032;Austria;Groundwater station;PG40504032;;;DANUBE;;;TREND;2006-01-01;;48,29203;14,02483;;;;;;;119,707;;;;
AUT00120;ATPG40504042;Austria;Groundwater station;PG40504042;;;DANUBE;;;TREND;2006-01-01;;48,29935;14,05478;;;;;;;119,707;;;;
AUT00121;ATPG40506042;Austria;Groundwater station;PG40506042;;;DANUBE;;;TREND;2006-01-01;;48,35612;13,99;;;;;;;119,707;;;;
AUT00122;ATPG40506062;Austria;Groundwater station;PG40506062;;;DANUBE;;;TREND;2012-01-01;;48,3618;14,0037;;;;;;;119,707;;;;
AUT00123;ATPG40509052;Austria;Groundwater station;PG40509052;;;DANUBE;;;TREND;1992-01-01;;48,31585;14,02531;;;;;;;119,707;;;;
AUT00124;ATPG40509062;Austria;Groundwater station;PG40509062;;;DANUBE;;;TREND;1995-07-01;;48,33657;13,99674;;;;;;;119,707;;;;
AUT00125;ATPG40509072;Austria;Groundwater station;PG40509072;;;DANUBE;;;TREND;2006-01-01;;48,30923;14,05026;;;;;;;119,707;;;;
AUT00126;ATPG40509082;Austria;Groundwater station;PG40509082;;;DANUBE;;;TREND;2006-01-01;;48,32953;14,01629;;;;;;;119,707;;;;
AUT00127;ATPG40905012;Austria;Groundwater station;PG40905012;;;DANUBE;;;TREND;1992-07-01;;47,90397;14,11197;;;;;;;810,758;;;;
AUT00128;ATPG40907012;Austria;Groundwater station;PG40907012;;;DANUBE;;;TREND;1993-10-01;;48,05593;14,1311;;;;;;;810,758;;;;
AUT00129;ATPG40907022;Austria;Groundwater station;PG40907022;;;DANUBE;;;TREND;2006-01-01;;48,06729;14,16068;;;;;;;810,758;;;;
AUT00130;ATPG40907032;Austria;Groundwater station;PG40907032;;;DANUBE;;;TREND;2006-01-01;;48,02875;14,16973;;;;;;;810,758;;;;
AUT00131;ATPG40907042;Austria;Groundwater station;PG40907042;;;DANUBE;;;TREND;2006-01-01;;48,02555;14,14266;;;;;;;810,758;;;;
AUT00132;ATPG40912012;Austria;Groundwater station;PG40912012;;;DANUBE;;;TREND;1992-07-01;;47,97637;14,00613;;;;;;;810,758;;;;
AUT00133;ATPG40912032;Austria;Groundwater station;PG40912032;;;DANUBE;;;TREND;1992-07-01;;47,97936;13,963;;;;;;;810,758;;;;
AUT00134;ATPG40912042;Austria;Groundwater station;PG40912042;;;DANUBE;;;TREND;2006-01-01;;48,01075;14,04332;;;;;;;810,758;;;;
AUT00135;ATPG40912052;Austria;Groundwater station;PG40912052;;;DANUBE;;;TREND;2006-01-01;;47,9646;14,03713;;;;;;;810,758;;;;
AUT00136;ATPG41002042;Austria;Groundwater station;PG41002042;;;DANUBE;;;TREND;2006-01-01;;48,19474;14,30317;;;;;;;810,758;;;;
